n,addr,raw_sample,scaled_sample,sd_out
4011,11,3864,2898,1
4012,12,4248,3186,1
4013,13,4630,3472,0
4014,14,5012,3759,0
4015,15,5392,4044,0
4016,16,5772,4329,1
4017,17,6150,4612,1
4018,18,6527,4895,1
4019,19,6903,5177,0
4020,20,7277,5457,0
4021,21,7650,5737,1
4022,22,8021,6015,1
4023,23,8391,6293,1
4024,24,8758,6568,0
4025,25,9125,6843,0
4026,26,9489,7116,1
4027,27,9851,7388,1
4028,28,10211,7658,1
4029,29,10570,7927,0
4030,30,10926,8194,0
4031,31,11280,8460,1
4032,32,11632,8724,1
4033,33,11981,8985,1
4034,34,12328,9246,1
4035,35,12672,9504,0
4036,36,13014,9760,0
4037,37,13353,10014,0
4038,38,13690,10267,1
4039,39,14024,10518,1
4040,40,14355,10766,1
4041,41,14683,11012,1
4042,43,15009,11256,1
4043,44,15650,11737,0
4044,45,15966,11974,0
4045,46,16279,12209,1
4046,47,16589,12441,1
4047,48,16896,12672,1
4048,49,17199,12899,1
4049,50,17499,13124,1
4050,51,17795,13346,0
4051,52,18088,13566,0
4052,53,18378,13783,1
4053,54,18664,13998,1
4054,55,18946,14209,1
4055,56,19225,14418,1
4056,57,19499,14624,0
4057,58,19771,14828,0
4058,59,20038,15028,1
4059,60,20301,15225,1
4060,61,20561,15420,1
4061,62,20817,15612,1
4062,63,21068,15801,1
4063,64,21316,15987,1
4064,65,21560,16170,0
4065,66,21799,16349,0
4066,67,22035,16526,1
4067,68,22266,16699,1
4068,69,22493,16869,1
4069,70,22716,17037,1
4070,71,22935,17201,1
4071,72,23150,17362,1
4072,73,23360,17520,0
4073,74,23566,17674,0
4074,75,23768,17826,1
4075,76,23965,17973,1
4076,77,24158,18118,1
4077,78,24347,18260,1
4078,79,24531,18398,1
4079,80,24710,18532,1
4080,81,24886,18664,1
4081,82,25057,18792,0
4082,83,25223,18917,0
4083,84,25385,19038,1
4084,86,25543,19157,1
4085,87,25844,19383,1
4086,88,25988,19491,1
4087,89,26127,19595,1
4088,90,26262,19696,1
4089,91,26393,19794,1
4090,92,26519,19889,0
4091,93,26640,19980,0
4092,94,26757,20067,1
4093,95,26870,20152,1
4094,96,26978,20233,1
4095,97,27081,20310,1
4096,98,27180,20385,1
4097,99,27275,20456,1
4098,100,27365,20523,1
4099,101,27451,20588,1
4100,102,27532,20649,1
4101,103,27609,20706,0
4102,104,27681,20760,0
4103,105,27749,20811,1
4104,106,27813,20859,1
4105,107,27872,20904,1
4106,108,27927,20945,1
4107,109,27978,20983,1
4108,110,28024,21018,1
4109,111,28067,21050,1
4110,112,28105,21078,1
4111,113,28138,21103,1
4112,114,28168,21126,0
4113,115,28193,21144,0
4114,116,28215,21161,1
4115,117,28232,21174,1
4116,118,28245,21183,1
4117,119,28255,21191,1
4118,120,28260,21195,1
4119,121,28261,21195,1
4120,122,28259,21194,1
4121,123,28252,21189,1
4122,124,28242,21181,1
4123,125,28228,21171,0
4124,126,28211,21158,0
4125,127,28189,21141,1
4126,129,28164,21123,1
4127,130,28104,21078,1
4128,131,28068,21051,1
4129,132,28029,21021,1
4130,133,27987,20990,1
4131,134,27941,20955,1
4132,135,27892,20919,1
4133,136,27840,20880,1
4134,137,27785,20838,0
4135,138,27726,20794,0
4136,139,27665,20748,1
4137,140,27600,20700,1
4138,141,27533,20649,1
4139,142,27463,20597,1
4140,143,27390,20542,1
4141,144,27315,20486,1
4142,145,27237,20427,1
4143,146,27156,20367,1
4144,147,27073,20304,1
4145,148,26987,20240,0
4146,149,26900,20175,0
4147,150,26810,20107,1
4148,151,26717,20037,1
4149,152,26623,19967,1
4150,153,26527,19895,1
4151,154,26429,19821,1
4152,155,26330,19747,1
4153,156,26229,19671,1
4154,157,26126,19594,1
4155,158,26022,19516,0
4156,159,25917,19437,0
4157,160,25810,19357,1
4158,161,25703,19277,1
4159,162,25595,19196,1
4160,163,25486,19114,1
4161,164,25376,19032,1
4162,165,25267,18950,1
4163,166,25156,18867,1
4164,167,25046,18784,1
4165,168,24936,18702,0
4166,169,24826,18619,0
4167,171,24717,18537,1
4168,172,24501,18375,1
4169,173,24394,18295,1
4170,174,24289,18216,1
4171,175,24185,18138,1
4172,176,24084,18063,1
4173,177,23984,17988,1
4174,178,23886,17914,0
4175,179,23791,17843,0
4176,180,23699,17774,1
4177,181,23610,17707,1
4178,182,23525,17643,1
4179,183,23443,17582,1
4180,184,23365,17523,1
4181,185,23292,17469,1
4182,186,23223,17417,1
4183,187,23159,17369,0
4184,188,23100,17325,0
4185,189,23047,17285,1
4186,190,22999,17249,1
4187,191,22958,17218,1
4188,192,22924,17193,1
4189,193,22896,17172,1
4190,194,22875,17156,1
4191,195,22862,17146,0
4192,196,22856,17142,0
4193,197,22859,17144,1
4194,198,22870,17152,1
4195,199,22889,17166,1
4196,200,22918,17188,1
4197,201,22955,17216,1
4198,202,23002,17251,1
4199,203,23058,17293,1
4200,204,23124,17343,0
4201,205,23199,17399,0
4202,206,23285,17463,1
4203,207,23381,17535,1
4204,208,23486,17614,1
4205,209,23602,17701,1
4206,210,23728,17796,1
4207,211,23864,17898,1
4208,212,24010,18007,0
4209,214,24166,18124,0
4210,215,24508,18381,1
4211,216,24692,18519,1
4212,217,24886,18664,1
4213,218,25089,18816,1
4214,219,25300,18975,1
4215,220,25519,19139,1
4216,221,25745,19308,1
4217,222,25978,19483,1
4218,223,26218,19663,0
4219,224,26464,19848,0
4220,225,26715,20036,1
4221,226,26971,20228,1
4222,227,27230,20422,1
4223,228,27493,20619,1
4224,229,27758,20818,1
4225,230,28024,21018,1
4226,231,28292,21219,1
4227,232,28559,21419,1
4228,233,28826,21619,0
4229,234,29090,21817,0
4230,235,29352,22014,1
4231,236,29611,22208,1
4232,237,29865,22398,1
4233,238,30113,22584,1
4234,239,30355,22766,1
4235,240,30590,22942,1
4236,241,30817,23112,1
4237,242,31035,23276,1
4238,243,31243,23432,1
4239,244,31441,23580,1
4240,245,31628,23721,1
4241,246,31802,23851,0
4242,247,31964,23973,0
4243,248,32112,24084,1
4244,249,32247,24185,1
4245,250,32367,24275,1
4246,251,32471,24353,1
4247,252,32561,24420,1
4248,253,32635,24476,1
4249,254,32692,24519,1
4250,255,32734,24550,1
4251,257,32759,24569,1
4252,258,32759,24569,1
4253,259,32734,24550,1
4254,260,32692,24519,1
4255,261,32635,24476,1
4256,262,32561,24420,0
4257,263,32471,24353,0
4258,264,32367,24275,1
4259,265,32247,24185,1
4260,266,32112,24084,1
4261,267,31964,23973,1
4262,268,31802,23851,1
4263,269,31628,23721,1
4264,270,31441,23580,1
4265,271,31243,23432,1
4266,272,31035,23276,1
4267,273,30817,23112,1
4268,274,30590,22942,1
4269,275,30355,22766,1
4270,276,30113,22584,1
4271,277,29865,22398,0
4272,278,29611,22208,0
4273,279,29352,22014,1
4274,280,29090,21817,1
4275,281,28826,21619,1
4276,282,28559,21419,1
4277,283,28292,21219,1
4278,284,28024,21018,1
4279,285,27758,20818,1
4280,286,27493,20619,1
4281,287,27230,20422,1
4282,288,26971,20228,1
4283,289,26715,20036,0
4284,290,26464,19848,0
4285,291,26218,19663,1
4286,292,25978,19483,1
4287,293,25745,19308,1
4288,294,25519,19139,1
4289,295,25300,18975,1
4290,296,25089,18816,1
4291,297,24886,18664,1
4292,299,24692,18519,0
4293,300,24332,18249,0
4294,301,24166,18124,1
4295,302,24010,18007,1
4296,303,23864,17898,1
4297,304,23728,17796,1
4298,305,23602,17701,1
4299,306,23486,17614,1
4300,307,23381,17535,1
4301,308,23285,17463,0
4302,309,23199,17399,0
4303,310,23124,17343,1
4304,311,23058,17293,1
4305,312,23002,17251,1
4306,313,22955,17216,1
4307,314,22918,17188,1
4308,315,22889,17166,1
4309,316,22870,17152,1
4310,317,22859,17144,0
4311,318,22856,17142,0
4312,319,22862,17146,1
4313,320,22875,17156,1
4314,321,22896,17172,1
4315,322,22924,17193,1
4316,323,22958,17218,1
4317,324,22999,17249,1
4318,325,23047,17285,0
4319,326,23100,17325,0
4320,327,23159,17369,1
4321,328,23223,17417,1
4322,329,23292,17469,1
4323,330,23365,17523,1
4324,331,23443,17582,1
4325,332,23525,17643,1
4326,333,23610,17707,1
4327,334,23699,17774,0
4328,335,23791,17843,0
4329,336,23886,17914,1
4330,337,23984,17988,1
4331,338,24084,18063,1
4332,339,24185,18138,1
4333,340,24289,18216,1
4334,342,24394,18295,1
4335,343,24609,18456,1
4336,344,24717,18537,0
4337,345,24826,18619,0
4338,346,24936,18702,1
4339,347,25046,18784,1
4340,348,25156,18867,1
4341,349,25267,18950,1
4342,350,25376,19032,1
4343,351,25486,19114,1
4344,352,25595,19196,1
4345,353,25703,19277,0
4346,354,25810,19357,0
4347,355,25917,19437,1
4348,356,26022,19516,1
4349,357,26126,19594,1
4350,358,26229,19671,1
4351,359,26330,19747,1
4352,360,26429,19821,1
4353,361,26527,19895,1
4354,362,26623,19967,1
4355,363,26717,20037,0
4356,364,26810,20107,0
4357,365,26900,20175,1
4358,366,26987,20240,1
4359,367,27073,20304,1
4360,368,27156,20367,1
4361,369,27237,20427,1
4362,370,27315,20486,1
4363,371,27390,20542,1
4364,372,27463,20597,1
4365,373,27533,20649,0
4366,374,27600,20700,0
4367,375,27665,20748,1
4368,376,27726,20794,1
4369,377,27785,20838,1
4370,378,27840,20880,1
4371,379,27892,20919,1
4372,380,27941,20955,1
4373,381,27987,20990,1
4374,382,28029,21021,1
4375,383,28068,21051,1
4376,385,28104,21078,0
4377,386,28164,21123,0
4378,387,28189,21141,1
4379,388,28211,21158,1
4380,389,28228,21171,1
4381,390,28242,21181,1
4382,391,28252,21189,1
4383,392,28259,21194,1
4384,393,28261,21195,1
4385,394,28260,21195,1
4386,395,28255,21191,1
4387,396,28245,21183,1
4388,397,28232,21174,0
4389,398,28215,21161,0
4390,399,28193,21144,1
4391,400,28168,21126,1
4392,401,28138,21103,1
4393,402,28105,21078,1
4394,403,28067,21050,1
4395,404,28024,21018,1
4396,405,27978,20983,1
4397,406,27927,20945,1
4398,407,27872,20904,1
4399,408,27813,20859,0
4400,409,27749,20811,0
4401,410,27681,20760,1
4402,411,27609,20706,1
4403,412,27532,20649,1
4404,413,27451,20588,1
4405,414,27365,20523,1
4406,415,27275,20456,1
4407,416,27180,20385,1
4408,417,27081,20310,1
4409,418,26978,20233,1
4410,419,26870,20152,0
4411,420,26757,20067,0
4412,421,26640,19980,1
4413,422,26519,19889,1
4414,423,26393,19794,1
4415,424,26262,19696,1
4416,425,26127,19595,1
4417,427,25988,19491,1
4418,428,25696,19272,1
4419,429,25543,19157,1
4420,430,25385,19038,0
4421,431,25223,18917,0
4422,432,25057,18792,1
4423,433,24886,18664,1
4424,434,24710,18532,1
4425,435,24531,18398,1
4426,436,24347,18260,1
4427,437,24158,18118,1
4428,438,23965,17973,1
4429,439,23768,17826,0
4430,440,23566,17674,0
4431,441,23360,17520,1
4432,442,23150,17362,1
4433,443,22935,17201,1
4434,444,22716,17037,1
4435,445,22493,16869,1
4436,446,22266,16699,1
4437,447,22035,16526,1
4438,448,21799,16349,0
4439,449,21560,16170,0
4440,450,21316,15987,1
4441,451,21068,15801,1
4442,452,20817,15612,1
4443,453,20561,15420,1
4444,454,20301,15225,1
4445,455,20038,15028,1
4446,456,19771,14828,0
4447,457,19499,14624,0
4448,458,19225,14418,1
4449,459,18946,14209,1
4450,460,18664,13998,1
4451,461,18378,13783,1
4452,462,18088,13566,1
4453,463,17795,13346,0
4454,464,17499,13124,0
4455,465,17199,12899,1
4456,466,16896,12672,1
4457,467,16589,12441,1
4458,468,16279,12209,1
4459,470,15966,11974,0
4460,471,15331,11498,0
4461,472,15009,11256,1
4462,473,14683,11012,1
4463,474,14355,10766,1
4464,475,14024,10518,1
4465,476,13690,10267,1
4466,477,13353,10014,0
4467,478,13014,9760,0
4468,479,12672,9504,0
4469,480,12328,9246,1
4470,481,11981,8985,1
4471,482,11632,8724,1
4472,483,11280,8460,1
4473,484,10926,8194,1
4474,485,10570,7927,0
4475,486,10211,7658,0
4476,487,9851,7388,1
4477,488,9489,7116,1
4478,489,9125,6843,1
4479,490,8758,6568,0
4480,491,8391,6293,0
4481,492,8021,6015,1
4482,493,7650,5737,1
4483,494,7277,5457,1
4484,495,6903,5177,0
4485,496,6527,4895,0
4486,497,6150,4612,1
4487,498,5772,4329,1
4488,499,5392,4044,1
4489,500,5012,3759,0
4490,501,4630,3472,0
4491,502,4248,3186,0
4492,503,3864,2898,1
4493,504,3480,2610,1
4494,505,3095,2321,1
4495,506,2710,2032,1
4496,507,2324,1743,0
4497,508,1937,1452,0
4498,509,1550,1162,0
4499,510,1163,872,1
4500,511,775,581,1
4501,513,388,291,1
4502,514,-388,32767,0
4503,515,-775,32767,0
4504,516,-1163,32767,1
4505,517,-1550,32767,1
4506,518,-1937,32767,1
4507,519,-2324,32767,1
4508,520,-2710,32767,1
4509,521,-3095,32767,1
4510,522,-3480,32767,1
4511,523,-3864,32767,1
4512,524,-4248,32767,1
4513,525,-4630,32767,1
4514,526,-5012,32767,1
4515,527,-5392,32767,1
4516,528,-5772,32767,1
4517,529,-6150,32767,1
4518,530,-6527,32767,1
4519,531,-6903,32767,1
4520,532,-7277,32767,1
4521,533,-7650,32767,1
4522,534,-8021,32767,1
4523,535,-8391,32767,1
4524,536,-8758,32767,1
4525,537,-9125,32767,1
4526,538,-9489,32767,1
4527,539,-9851,32767,1
4528,540,-10211,32767,1
4529,541,-10570,32767,1
4530,542,-10926,32767,1
4531,543,-11280,32767,1
4532,544,-11632,32767,1
4533,545,-11981,32767,1
4534,546,-12328,32767,1
4535,547,-12672,32767,1
4536,548,-13014,32767,1
4537,549,-13353,32767,1
4538,550,-13690,32767,1
4539,551,-14024,32767,1
4540,552,-14355,32767,1
4541,553,-14683,32767,1
4542,555,-15009,32767,1
4543,556,-15650,32767,1
4544,557,-15966,32767,1
4545,558,-16279,32767,1
4546,559,-16589,32767,1
4547,560,-16896,32767,1
4548,561,-17199,32767,1
4549,562,-17499,32767,1
4550,563,-17795,32767,1
4551,564,-18088,32767,1
4552,565,-18378,32767,1
4553,566,-18664,32767,1
4554,567,-18946,32767,1
4555,568,-19225,32767,1
4556,569,-19499,32767,1
4557,570,-19771,32767,1
4558,571,-20038,32767,1
4559,572,-20301,32767,1
4560,573,-20561,32767,1
4561,574,-20817,32767,1
4562,575,-21068,32767,1
4563,576,-21316,32767,1
4564,577,-21560,32767,1
4565,578,-21799,32767,1
4566,579,-22035,32767,1
4567,580,-22266,32767,1
4568,581,-22493,32767,1
4569,582,-22716,32767,1
4570,583,-22935,32767,1
4571,584,-23150,32767,1
4572,585,-23360,32767,1
4573,586,-23566,32767,1
4574,587,-23768,32767,1
4575,588,-23965,32767,1
4576,589,-24158,32767,1
4577,590,-24347,32767,1
4578,591,-24531,32767,1
4579,592,-24710,32767,1
4580,593,-24886,32767,1
4581,594,-25057,32767,1
4582,595,-25223,32767,1
4583,596,-25385,32767,1
4584,598,-25543,32767,1
4585,599,-25844,32767,1
4586,600,-25988,32767,1
4587,601,-26127,32767,1
4588,602,-26262,32767,1
4589,603,-26393,32767,1
4590,604,-26519,32767,1
4591,605,-26640,32767,1
4592,606,-26757,32767,1
4593,607,-26870,32767,1
4594,608,-26978,32767,1
4595,609,-27081,32767,1
4596,610,-27180,32767,1
4597,611,-27275,32767,1
4598,612,-27365,32767,1
4599,613,-27451,32767,1
4600,614,-27532,32767,1
4601,615,-27609,32767,1
4602,616,-27681,32767,1
4603,617,-27749,32767,1
4604,618,-27813,32767,1
4605,619,-27872,32767,1
4606,620,-27927,32767,1
4607,621,-27978,32767,1
4608,622,-28024,32767,1
4609,623,-28067,32767,1
4610,624,-28104,32767,1
4611,625,-28138,32767,1
4612,626,-28168,32767,1
4613,627,-28193,32767,1
4614,628,-28215,32767,1
4615,629,-28232,32767,1
4616,630,-28245,32767,1
4617,631,-28254,32767,1
4618,632,-28260,32767,1
4619,633,-28261,32767,1
4620,634,-28258,32767,1
4621,635,-28252,32767,1
4622,636,-28242,32767,1
4623,637,-28228,32767,1
4624,638,-28210,32767,1
4625,639,-28188,32767,1
4626,641,-28163,32767,1
4627,642,-28102,32767,1
4628,643,-28067,32767,1
4629,644,-28028,32767,1
4630,645,-27985,32767,1
4631,646,-27939,32767,1
4632,647,-27890,32767,1
4633,648,-27837,32767,1
4634,649,-27782,32767,1
4635,650,-27723,32767,1
4636,651,-27661,32767,1
4637,652,-27596,32767,1
4638,653,-27528,32767,1
4639,654,-27457,32767,1
4640,655,-27383,32767,1
4641,656,-27307,32767,1
4642,657,-27227,32767,1
4643,658,-27145,32767,1
4644,659,-27061,32767,1
4645,660,-26974,32767,1
4646,661,-26884,32767,1
4647,662,-26792,32767,1
4648,663,-26697,32767,1
4649,664,-26600,32767,1
4650,665,-26501,32767,1
4651,666,-26400,32767,1
4652,667,-26297,32767,1
4653,668,-26191,32767,1
4654,669,-26084,32767,1
4655,670,-25975,32767,1
4656,671,-25863,32767,1
4657,672,-25750,32767,1
4658,673,-25636,32767,1
4659,674,-25519,32767,1
4660,675,-25401,32767,1
4661,676,-25282,32767,1
4662,677,-25161,32767,1
4663,678,-25039,32767,1
4664,679,-24915,32767,1
4665,680,-24790,32767,1
4666,681,-24664,32767,1
4667,683,-24537,32767,1
4668,684,-24280,32767,1
4669,685,-24150,32767,1
4670,686,-24019,32767,1
4671,687,-23888,32767,1
4672,688,-23755,32767,1
4673,689,-23623,32767,1
4674,690,-23489,32767,1
4675,691,-23355,32767,1
4676,692,-23221,32767,1
4677,693,-23086,32767,1
4678,694,-22952,32767,1
4679,695,-22816,32767,1
4680,696,-22681,32767,1
4681,697,-22546,32767,1
4682,698,-22411,32767,1
4683,699,-22276,32767,1
4684,700,-22140,32767,1
4685,701,-22006,32767,1
4686,702,-21871,32767,1
4687,703,-21737,32767,1
4688,704,-21603,32767,1
4689,705,-21470,32767,1
4690,706,-21337,32767,1
4691,707,-21205,32767,1
4692,708,-21073,32767,1
4693,709,-20942,32767,1
4694,710,-20812,32767,1
4695,711,-20683,32767,1
4696,712,-20555,32767,1
4697,713,-20428,32767,1
4698,714,-20302,32767,1
4699,715,-20177,32767,1
4700,716,-20053,32767,1
4701,717,-19930,32767,1
4702,718,-19809,32767,1
4703,719,-19689,32767,1
4704,720,-19570,32767,1
4705,721,-19453,32767,1
4706,722,-19337,32767,1
4707,723,-19223,32767,1
4708,724,-19110,32767,1
4709,726,-18999,32767,1
4710,727,-18783,32767,1
4711,728,-18677,32767,1
4712,729,-18573,32767,1
4713,730,-18471,32767,1
4714,731,-18372,32767,1
4715,732,-18274,32767,1
4716,733,-18178,32767,1
4717,734,-18084,32767,1
4718,735,-17993,32767,1
4719,736,-17903,32767,1
4720,737,-17816,32767,1
4721,738,-17731,32767,1
4722,739,-17649,32767,1
4723,740,-17568,32767,1
4724,741,-17490,32767,1
4725,742,-17415,32767,1
4726,743,-17342,32767,1
4727,744,-17271,32767,1
4728,745,-17203,32767,1
4729,746,-17138,32767,1
4730,747,-17075,32767,1
4731,748,-17014,32767,1
4732,749,-16956,32767,1
4733,750,-16901,32767,1
4734,751,-16849,32767,1
4735,752,-16799,32767,1
4736,753,-16752,32767,1
4737,754,-16708,32767,1
4738,755,-16666,32767,1
4739,756,-16628,32767,1
4740,757,-16592,32767,1
4741,758,-16559,32767,1
4742,759,-16528,32767,1
4743,760,-16501,32767,1
4744,761,-16476,32767,1
4745,762,-16455,32767,1
4746,763,-16436,32767,1
4747,764,-16420,32767,1
4748,765,-16407,32767,1
4749,766,-16397,32767,1
4750,767,-16389,32767,1
4751,769,-16385,32767,1
4752,770,-16385,32767,1
4753,771,-16389,32767,1
4754,772,-16397,32767,1
4755,773,-16407,32767,1
4756,774,-16420,32767,1
4757,775,-16436,32767,1
4758,776,-16455,32767,1
4759,777,-16476,32767,1
4760,778,-16501,32767,1
4761,779,-16528,32767,1
4762,780,-16559,32767,1
4763,781,-16592,32767,1
4764,782,-16628,32767,1
4765,783,-16666,32767,1
4766,784,-16708,32767,1
4767,785,-16752,32767,1
4768,786,-16799,32767,1
4769,787,-16849,32767,1
4770,788,-16901,32767,1
4771,789,-16956,32767,1
4772,790,-17014,32767,1
4773,791,-17075,32767,1
4774,792,-17138,32767,1
4775,793,-17203,32767,1
4776,794,-17271,32767,1
4777,795,-17342,32767,1
4778,796,-17415,32767,1
4779,797,-17490,32767,1
4780,798,-17568,32767,1
4781,799,-17649,32767,1
4782,800,-17731,32767,1
4783,801,-17816,32767,1
4784,802,-17903,32767,1
4785,803,-17993,32767,1
4786,804,-18084,32767,1
4787,805,-18178,32767,1
4788,806,-18274,32767,1
4789,807,-18372,32767,1
4790,808,-18471,32767,1
4791,809,-18573,32767,1
4792,811,-18677,32767,1
4793,812,-18890,32767,1
4794,813,-18999,32767,1
4795,814,-19110,32767,1
4796,815,-19223,32767,1
4797,816,-19337,32767,1
4798,817,-19453,32767,1
4799,818,-19570,32767,1
4800,819,-19689,32767,1
4801,820,-19809,32767,1
4802,821,-19930,32767,1
4803,822,-20053,32767,1
4804,823,-20177,32767,1
4805,824,-20302,32767,1
4806,825,-20428,32767,1
4807,826,-20555,32767,1
4808,827,-20683,32767,1
4809,828,-20812,32767,1
4810,829,-20942,32767,1
4811,830,-21073,32767,1
4812,831,-21205,32767,1
4813,832,-21337,32767,1
4814,833,-21470,32767,1
4815,834,-21603,32767,1
4816,835,-21737,32767,1
4817,836,-21871,32767,1
4818,837,-22006,32767,1
4819,838,-22140,32767,1
4820,839,-22276,32767,1
4821,840,-22411,32767,1
4822,841,-22546,32767,1
4823,842,-22681,32767,1
4824,843,-22816,32767,1
4825,844,-22952,32767,1
4826,845,-23086,32767,1
4827,846,-23221,32767,1
4828,847,-23355,32767,1
4829,848,-23489,32767,1
4830,849,-23623,32767,1
4831,850,-23755,32767,1
4832,851,-23888,32767,1
4833,852,-24019,32767,1
4834,854,-24150,32767,1
4835,855,-24409,32767,1
4836,856,-24537,32767,1
4837,857,-24664,32767,1
4838,858,-24790,32767,1
4839,859,-24915,32767,1
4840,860,-25039,32767,1
4841,861,-25161,32767,1
4842,862,-25282,32767,1
4843,863,-25401,32767,1
4844,864,-25519,32767,1
4845,865,-25636,32767,1
4846,866,-25750,32767,1
4847,867,-25863,32767,1
4848,868,-25975,32767,1
4849,869,-26084,32767,1
4850,870,-26191,32767,1
4851,871,-26297,32767,1
4852,872,-26400,32767,1
4853,873,-26501,32767,1
4854,874,-26600,32767,1
4855,875,-26697,32767,1
4856,876,-26792,32767,1
4857,877,-26884,32767,1
4858,878,-26974,32767,1
4859,879,-27061,32767,1
4860,880,-27145,32767,1
4861,881,-27227,32767,1
4862,882,-27307,32767,1
4863,883,-27383,32767,1
4864,884,-27457,32767,1
4865,885,-27528,32767,1
4866,886,-27596,32767,1
4867,887,-27661,32767,1
4868,888,-27723,32767,1
4869,889,-27782,32767,1
4870,890,-27837,32767,1
4871,891,-27890,32767,1
4872,892,-27939,32767,1
4873,893,-27985,32767,1
4874,894,-28028,32767,1
4875,895,-28067,32767,1
4876,897,-28102,32767,1
4877,898,-28163,32767,1
4878,899,-28188,32767,1
4879,900,-28210,32767,1
4880,901,-28228,32767,1
4881,902,-28242,32767,1
4882,903,-28252,32767,1
4883,904,-28258,32767,1
4884,905,-28261,32767,1
4885,906,-28260,32767,1
4886,907,-28254,32767,1
4887,908,-28245,32767,1
4888,909,-28232,32767,1
4889,910,-28215,32767,1
4890,911,-28193,32767,1
4891,912,-28168,32767,1
4892,913,-28138,32767,1
4893,914,-28104,32767,1
4894,915,-28067,32767,1
4895,916,-28024,32767,1
4896,917,-27978,32767,1
4897,918,-27927,32767,1
4898,919,-27872,32767,1
4899,920,-27813,32767,1
4900,921,-27749,32767,1
4901,922,-27681,32767,1
4902,923,-27609,32767,1
4903,924,-27532,32767,1
4904,925,-27451,32767,1
4905,926,-27365,32767,1
4906,927,-27275,32767,1
4907,928,-27180,32767,1
4908,929,-27081,32767,1
4909,930,-26978,32767,1
4910,931,-26870,32767,1
4911,932,-26757,32767,1
4912,933,-26640,32767,1
4913,934,-26519,32767,1
4914,935,-26393,32767,1
4915,936,-26262,32767,1
4916,937,-26127,32767,1
4917,939,-25988,32767,1
4918,940,-25696,32767,1
4919,941,-25543,32767,1
4920,942,-25385,32767,1
4921,943,-25223,32767,1
4922,944,-25057,32767,1
4923,945,-24886,32767,1
4924,946,-24710,32767,1
4925,947,-24531,32767,1
4926,948,-24347,32767,1
4927,949,-24158,32767,1
4928,950,-23965,32767,1
4929,951,-23768,32767,1
4930,952,-23566,32767,1
4931,953,-23360,32767,1
4932,954,-23150,32767,1
4933,955,-22935,32767,1
4934,956,-22716,32767,1
4935,957,-22493,32767,1
4936,958,-22266,32767,1
4937,959,-22035,32767,1
4938,960,-21799,32767,1
4939,961,-21560,32767,1
4940,962,-21316,32767,1
4941,963,-21068,32767,1
4942,964,-20817,32767,1
4943,965,-20561,32767,1
4944,966,-20301,32767,1
4945,967,-20038,32767,1
4946,968,-19771,32767,1
4947,969,-19499,32767,1
4948,970,-19225,32767,1
4949,971,-18946,32767,1
4950,972,-18664,32767,1
4951,973,-18378,32767,1
4952,974,-18088,32767,1
4953,975,-17795,32767,1
4954,976,-17499,32767,1
4955,977,-17199,32767,1
4956,978,-16896,32767,1
4957,979,-16589,32767,1
4958,980,-16279,32767,1
4959,982,-15966,32767,1
4960,983,-15331,32767,1
4961,984,-15009,32767,1
4962,985,-14683,32767,1
4963,986,-14355,32767,1
4964,987,-14024,32767,1
4965,988,-13690,32767,1
4966,989,-13353,32767,1
4967,990,-13014,32767,1
4968,991,-12672,32767,1
4969,992,-12328,32767,1
4970,993,-11981,32767,1
4971,994,-11632,32767,1
4972,995,-11280,32767,1
4973,996,-10926,32767,1
4974,997,-10570,32767,1
4975,998,-10211,32767,1
4976,999,-9851,32767,1
4977,1000,-9489,32767,1
4978,1001,-9125,32767,1
4979,1002,-8758,32767,1
4980,1003,-8391,32767,1
4981,1004,-8021,32767,1
4982,1005,-7650,32767,1
4983,1006,-7277,32767,1
4984,1007,-6903,32767,1
4985,1008,-6527,32767,1
4986,1009,-6150,32767,1
4987,1010,-5772,32767,1
4988,1011,-5392,32767,1
4989,1012,-5012,32767,1
4990,1013,-4630,32767,1
4991,1014,-4248,32767,1
4992,1015,-3864,32767,1
4993,1016,-3480,32767,1
4994,1017,-3095,32767,1
4995,1018,-2710,32767,1
4996,1019,-2324,32767,1
4997,1020,-1937,32767,1
4998,1021,-1550,32767,1
4999,1022,-1163,32767,1
5000,1023,-775,32767,1
5001,1,-388,32767,1
5002,2,388,145,1
5003,3,775,290,1
5004,4,1163,436,1
5005,5,1550,581,1
5006,6,1937,726,0
5007,7,2324,871,0
5008,8,2710,1016,0
5009,9,3095,1160,1
5010,10,3480,1305,1
5011,11,3864,1449,1
5012,12,4248,1593,0
5013,13,4630,1736,0
5014,14,5012,1879,0
5015,15,5392,2022,1
5016,16,5772,2164,1
5017,17,6150,2306,1
5018,18,6527,2447,1
5019,19,6903,2588,0
5020,20,7277,2728,0
5021,21,7650,2868,0
5022,22,8021,3007,1
5023,23,8391,3146,1
5024,24,8758,3284,1
5025,25,9125,3421,0
5026,26,9489,3558,0
5027,27,9851,3694,0
5028,28,10211,3829,1
5029,29,10570,3963,1
5030,30,10926,4097,1
5031,31,11280,4230,1
5032,32,11632,4362,0
5033,33,11981,4492,0
5034,34,12328,4623,0
5035,35,12672,4752,1
5036,36,13014,4880,1
5037,37,13353,5007,1
5038,38,13690,5133,1
5039,39,14024,5259,0
5040,40,14355,5383,0
5041,41,14683,5506,0
5042,43,15009,5628,1
5043,44,15650,5868,1
5044,45,15966,5987,1
5045,46,16279,6104,1
5046,47,16589,6220,0
