n,addr,raw_sample,scaled_sample,sd_out
1100,102,27532,20649,1
1101,103,27609,20706,1
1102,104,27681,20760,1
1103,105,27749,20811,0
1104,106,27813,20859,0
1105,107,27872,20904,1
1106,108,27927,20945,1
1107,109,27978,20983,1
1108,110,28024,21018,1
1109,111,28067,21050,1
1110,112,28105,21078,1
1111,113,28138,21103,1
1112,114,28168,21126,1
1113,115,28193,21144,1
1114,116,28215,21161,0
1115,117,28232,21174,0
1116,118,28245,21183,1
1117,119,28255,21191,1
1118,120,28260,21195,1
1119,121,28261,21195,1
1120,122,28259,21194,1
1121,123,28252,21189,1
1122,124,28242,21181,1
1123,125,28228,21171,1
1124,126,28211,21158,1
1125,127,28189,21141,1
1126,129,28164,21123,0
1127,130,28104,21078,0
1128,131,28068,21051,1
1129,132,28029,21021,1
1130,133,27987,20990,1
1131,134,27941,20955,1
1132,135,27892,20919,1
1133,136,27840,20880,1
1134,137,27785,20838,1
1135,138,27726,20794,1
1136,139,27665,20748,1
1137,140,27600,20700,0
1138,141,27533,20649,0
1139,142,27463,20597,1
1140,143,27390,20542,1
1141,144,27315,20486,1
1142,145,27237,20427,1
1143,146,27156,20367,1
1144,147,27073,20304,1
1145,148,26987,20240,1
1146,149,26900,20175,1
1147,150,26810,20107,0
1148,151,26717,20037,0
1149,152,26623,19967,1
1150,153,26527,19895,1
1151,154,26429,19821,1
1152,155,26330,19747,1
1153,156,26229,19671,1
1154,157,26126,19594,1
1155,158,26022,19516,1
1156,159,25917,19437,1
1157,160,25810,19357,1
1158,161,25703,19277,0
1159,162,25595,19196,0
1160,163,25486,19114,1
1161,164,25376,19032,1
1162,165,25267,18950,1
1163,166,25156,18867,1
1164,167,25046,18784,1
1165,168,24936,18702,1
1166,169,24826,18619,1
1167,171,24717,18537,0
1168,172,24501,18375,0
1169,173,24394,18295,1
1170,174,24289,18216,1
1171,175,24185,18138,1
1172,176,24084,18063,1
1173,177,23984,17988,1
1174,178,23886,17914,1
1175,179,23791,17843,1
1176,180,23699,17774,0
1177,181,23610,17707,0
1178,182,23525,17643,1
1179,183,23443,17582,1
1180,184,23365,17523,1
1181,185,23292,17469,1
1182,186,23223,17417,1
1183,187,23159,17369,1
1184,188,23100,17325,1
1185,189,23047,17285,0
1186,190,22999,17249,0
1187,191,22958,17218,1
1188,192,22924,17193,1
1189,193,22896,17172,1
1190,194,22875,17156,1
1191,195,22862,17146,1
1192,196,22856,17142,1
1193,197,22859,17144,0
1194,198,22870,17152,0
1195,199,22889,17166,1
1196,200,22918,17188,1
1197,201,22955,17216,1
1198,202,23002,17251,1
1199,203,23058,17293,1
1200,204,23124,17343,1
1201,205,23199,17399,1
1202,206,23285,17463,0
1203,207,23381,17535,0
1204,208,23486,17614,1
1205,209,23602,17701,1
1206,210,23728,17796,1
1207,211,23864,17898,1
1208,212,24010,18007,1
1209,214,24166,18124,1
1210,215,24508,18381,0
1211,216,24692,18519,0
1212,217,24886,18664,1
1213,218,25089,18816,1
1214,219,25300,18975,1
1215,220,25519,19139,1
1216,221,25745,19308,1
1217,222,25978,19483,1
1218,223,26218,19663,1
1219,224,26464,19848,1
1220,225,26715,20036,0
1221,226,26971,20228,0
1222,227,27230,20422,1
1223,228,27493,20619,1
1224,229,27758,20818,1
1225,230,28024,21018,1
1226,231,28292,21219,1
1227,232,28559,21419,1
1228,233,28826,21619,1
1229,234,29090,21817,1
1230,235,29352,22014,1
1231,236,29611,22208,0
1232,237,29865,22398,0
1233,238,30113,22584,1
1234,239,30355,22766,1
1235,240,30590,22942,1
1236,241,30817,23112,1
1237,242,31035,23276,1
1238,243,31243,23432,1
1239,244,31441,23580,1
1240,245,31628,23721,1
1241,246,31802,23851,1
1242,247,31964,23973,1
1243,248,32112,24084,1
1244,249,32247,24185,0
1245,250,32367,24275,0
1246,251,32471,24353,1
1247,252,32561,24420,1
1248,253,32635,24476,1
1249,254,32692,24519,1
1250,255,32734,24550,1
1251,257,32759,24569,1
1252,258,32759,24569,1
1253,259,32734,24550,1
1254,260,32692,24519,1
1255,261,32635,24476,1
1256,262,32561,24420,1
1257,263,32471,24353,1
1258,264,32367,24275,1
1259,265,32247,24185,1
1260,266,32112,24084,0
1261,267,31964,23973,0
1262,268,31802,23851,1
1263,269,31628,23721,1
1264,270,31441,23580,1
1265,271,31243,23432,1
1266,272,31035,23276,1
1267,273,30817,23112,1
1268,274,30590,22942,1
1269,275,30355,22766,1
1270,276,30113,22584,1
1271,277,29865,22398,1
1272,278,29611,22208,1
1273,279,29352,22014,1
1274,280,29090,21817,0
1275,281,28826,21619,0
1276,282,28559,21419,1
1277,283,28292,21219,1
1278,284,28024,21018,1
1279,285,27758,20818,1
1280,286,27493,20619,1
1281,287,27230,20422,1
1282,288,26971,20228,1
1283,289,26715,20036,1
1284,290,26464,19848,1
1285,291,26218,19663,0
1286,292,25978,19483,0
1287,293,25745,19308,1
1288,294,25519,19139,1
1289,295,25300,18975,1
1290,296,25089,18816,1
1291,297,24886,18664,1
1292,299,24692,18519,1
1293,300,24332,18249,1
1294,301,24166,18124,1
1295,302,24010,18007,0
1296,303,23864,17898,0
1297,304,23728,17796,1
1298,305,23602,17701,1
1299,306,23486,17614,1
1300,307,23381,17535,1
1301,308,23285,17463,1
1302,309,23199,17399,1
1303,310,23124,17343,0
1304,311,23058,17293,0
1305,312,23002,17251,1
1306,313,22955,17216,1
1307,314,22918,17188,1
1308,315,22889,17166,1
1309,316,22870,17152,1
1310,317,22859,17144,1
1311,318,22856,17142,1
1312,319,22862,17146,0
1313,320,22875,17156,0
1314,321,22896,17172,1
1315,322,22924,17193,1
1316,323,22958,17218,1
1317,324,22999,17249,1
1318,325,23047,17285,1
1319,326,23100,17325,1
1320,327,23159,17369,0
1321,328,23223,17417,0
1322,329,23292,17469,1
1323,330,23365,17523,1
1324,331,23443,17582,1
1325,332,23525,17643,1
1326,333,23610,17707,1
1327,334,23699,17774,1
1328,335,23791,17843,1
1329,336,23886,17914,0
1330,337,23984,17988,0
1331,338,24084,18063,1
1332,339,24185,18138,1
1333,340,24289,18216,1
1334,342,24394,18295,1
1335,343,24609,18456,1
1336,344,24717,18537,1
1337,345,24826,18619,1
1338,346,24936,18702,0
1339,347,25046,18784,0
1340,348,25156,18867,1
1341,349,25267,18950,1
1342,350,25376,19032,1
1343,351,25486,19114,1
1344,352,25595,19196,1
1345,353,25703,19277,1
1346,354,25810,19357,1
1347,355,25917,19437,0
1348,356,26022,19516,0
1349,357,26126,19594,1
1350,358,26229,19671,1
1351,359,26330,19747,1
1352,360,26429,19821,1
1353,361,26527,19895,1
1354,362,26623,19967,1
1355,363,26717,20037,1
1356,364,26810,20107,1
1357,365,26900,20175,0
1358,366,26987,20240,0
1359,367,27073,20304,1
1360,368,27156,20367,1
1361,369,27237,20427,1
1362,370,27315,20486,1
1363,371,27390,20542,1
1364,372,27463,20597,1
1365,373,27533,20649,1
1366,374,27600,20700,1
1367,375,27665,20748,1
1368,376,27726,20794,0
1369,377,27785,20838,0
1370,378,27840,20880,1
1371,379,27892,20919,1
1372,380,27941,20955,1
1373,381,27987,20990,1
1374,382,28029,21021,1
1375,383,28068,21051,1
1376,385,28104,21078,1
1377,386,28164,21123,1
1378,387,28189,21141,1
1379,388,28211,21158,0
1380,389,28228,21171,0
1381,390,28242,21181,1
1382,391,28252,21189,1
1383,392,28259,21194,1
1384,393,28261,21195,1
1385,394,28260,21195,1
1386,395,28255,21191,1
1387,396,28245,21183,1
1388,397,28232,21174,1
1389,398,28215,21161,1
1390,399,28193,21144,0
1391,400,28168,21126,0
1392,401,28138,21103,1
1393,402,28105,21078,1
1394,403,28067,21050,1
1395,404,28024,21018,1
1396,405,27978,20983,1
1397,406,27927,20945,1
1398,407,27872,20904,1
1399,408,27813,20859,1
1400,409,27749,20811,1
1401,410,27681,20760,0
1402,411,27609,20706,0
1403,412,27532,20649,1
1404,413,27451,20588,1
1405,414,27365,20523,1
1406,415,27275,20456,1
1407,416,27180,20385,1
1408,417,27081,20310,1
1409,418,26978,20233,1
1410,419,26870,20152,1
1411,420,26757,20067,1
1412,421,26640,19980,0
1413,422,26519,19889,0
1414,423,26393,19794,1
1415,424,26262,19696,1
1416,425,26127,19595,1
1417,427,25988,19491,1
1418,428,25696,19272,1
1419,429,25543,19157,1
1420,430,25385,19038,1
1421,431,25223,18917,1
1422,432,25057,18792,0
1423,433,24886,18664,0
1424,434,24710,18532,1
1425,435,24531,18398,1
1426,436,24347,18260,1
1427,437,24158,18118,1
1428,438,23965,17973,1
1429,439,23768,17826,1
1430,440,23566,17674,1
1431,441,23360,17520,0
1432,442,23150,17362,0
1433,443,22935,17201,1
1434,444,22716,17037,1
1435,445,22493,16869,1
1436,446,22266,16699,1
1437,447,22035,16526,1
1438,448,21799,16349,1
1439,449,21560,16170,1
1440,450,21316,15987,0
1441,451,21068,15801,0
1442,452,20817,15612,1
1443,453,20561,15420,1
1444,454,20301,15225,1
1445,455,20038,15028,1
1446,456,19771,14828,1
1447,457,19499,14624,0
1448,458,19225,14418,0
1449,459,18946,14209,1
1450,460,18664,13998,1
1451,461,18378,13783,1
1452,462,18088,13566,1
1453,463,17795,13346,1
1454,464,17499,13124,0
1455,465,17199,12899,0
1456,466,16896,12672,1
1457,467,16589,12441,1
1458,468,16279,12209,1
1459,470,15966,11974,1
1460,471,15331,11498,1
1461,472,15009,11256,0
1462,473,14683,11012,0
1463,474,14355,10766,1
1464,475,14024,10518,1
1465,476,13690,10267,1
1466,477,13353,10014,1
1467,478,13014,9760,0
1468,479,12672,9504,0
1469,480,12328,9246,1
1470,481,11981,8985,1
1471,482,11632,8724,1
1472,483,11280,8460,1
1473,484,10926,8194,0
1474,485,10570,7927,0
1475,486,10211,7658,0
1476,487,9851,7388,1
1477,488,9489,7116,1
1478,489,9125,6843,1
1479,490,8758,6568,1
1480,491,8391,6293,0
1481,492,8021,6015,0
1482,493,7650,5737,1
1483,494,7277,5457,1
1484,495,6903,5177,1
1485,496,6527,4895,0
1486,497,6150,4612,0
1487,498,5772,4329,1
1488,499,5392,4044,1
1489,500,5012,3759,1
1490,501,4630,3472,0
1491,502,4248,3186,0
1492,503,3864,2898,0
1493,504,3480,2610,1
1494,505,3095,2321,1
1495,506,2710,2032,1
1496,507,2324,1743,1
1497,508,1937,1452,0
1498,509,1550,1162,0
1499,510,1163,872,0
1500,511,775,581,1
1501,513,388,291,1
1502,514,-388,32767,1
1503,515,-775,32767,0
1504,516,-1163,32767,0
1505,517,-1550,32767,1
1506,518,-1937,32767,1
1507,519,-2324,32767,1
1508,520,-2710,32767,1
1509,521,-3095,32767,1
1510,522,-3480,32767,1
1511,523,-3864,32767,1
1512,524,-4248,32767,1
1513,525,-4630,32767,1
1514,526,-5012,32767,1
1515,527,-5392,32767,1
1516,528,-5772,32767,1
1517,529,-6150,32767,1
1518,530,-6527,32767,1
1519,531,-6903,32767,1
1520,532,-7277,32767,1
1521,533,-7650,32767,1
1522,534,-8021,32767,1
1523,535,-8391,32767,1
1524,536,-8758,32767,1
1525,537,-9125,32767,1
1526,538,-9489,32767,1
1527,539,-9851,32767,1
1528,540,-10211,32767,1
1529,541,-10570,32767,1
1530,542,-10926,32767,1
1531,543,-11280,32767,1
1532,544,-11632,32767,1
1533,545,-11981,32767,1
1534,546,-12328,32767,1
1535,547,-12672,32767,1
1536,548,-13014,32767,1
1537,549,-13353,32767,1
1538,550,-13690,32767,1
1539,551,-14024,32767,1
1540,552,-14355,32767,1
1541,553,-14683,32767,1
1542,555,-15009,32767,1
1543,556,-15650,32767,1
1544,557,-15966,32767,1
1545,558,-16279,32767,1
1546,559,-16589,32767,1
1547,560,-16896,32767,1
1548,561,-17199,32767,1
1549,562,-17499,32767,1
1550,563,-17795,32767,1
1551,564,-18088,32767,1
1552,565,-18378,32767,1
1553,566,-18664,32767,1
1554,567,-18946,32767,1
1555,568,-19225,32767,1
1556,569,-19499,32767,1
1557,570,-19771,32767,1
1558,571,-20038,32767,1
1559,572,-20301,32767,1
1560,573,-20561,32767,1
1561,574,-20817,32767,1
1562,575,-21068,32767,1
1563,576,-21316,32767,1
1564,577,-21560,32767,1
1565,578,-21799,32767,1
1566,579,-22035,32767,1
1567,580,-22266,32767,1
1568,581,-22493,32767,1
1569,582,-22716,32767,1
1570,583,-22935,32767,1
1571,584,-23150,32767,1
1572,585,-23360,32767,1
1573,586,-23566,32767,1
1574,587,-23768,32767,1
1575,588,-23965,32767,1
1576,589,-24158,32767,1
1577,590,-24347,32767,1
1578,591,-24531,32767,1
1579,592,-24710,32767,1
1580,593,-24886,32767,1
1581,594,-25057,32767,1
1582,595,-25223,32767,1
1583,596,-25385,32767,1
1584,598,-25543,32767,1
1585,599,-25844,32767,1
1586,600,-25988,32767,1
1587,601,-26127,32767,1
1588,602,-26262,32767,1
1589,603,-26393,32767,1
1590,604,-26519,32767,1
1591,605,-26640,32767,1
1592,606,-26757,32767,1
1593,607,-26870,32767,1
1594,608,-26978,32767,1
1595,609,-27081,32767,1
1596,610,-27180,32767,1
1597,611,-27275,32767,1
1598,612,-27365,32767,1
1599,613,-27451,32767,1
1600,614,-27532,32767,1
1601,615,-27609,32767,1
1602,616,-27681,32767,1
1603,617,-27749,32767,1
1604,618,-27813,32767,1
1605,619,-27872,32767,1
1606,620,-27927,32767,1
1607,621,-27978,32767,1
1608,622,-28024,32767,1
1609,623,-28067,32767,1
1610,624,-28104,32767,1
1611,625,-28138,32767,1
1612,626,-28168,32767,1
1613,627,-28193,32767,1
1614,628,-28215,32767,1
1615,629,-28232,32767,1
1616,630,-28245,32767,1
1617,631,-28254,32767,1
1618,632,-28260,32767,1
1619,633,-28261,32767,1
1620,634,-28258,32767,1
1621,635,-28252,32767,1
1622,636,-28242,32767,1
1623,637,-28228,32767,1
1624,638,-28210,32767,1
1625,639,-28188,32767,1
1626,641,-28163,32767,1
1627,642,-28102,32767,1
1628,643,-28067,32767,1
1629,644,-28028,32767,1
1630,645,-27985,32767,1
1631,646,-27939,32767,1
1632,647,-27890,32767,1
1633,648,-27837,32767,1
1634,649,-27782,32767,1
1635,650,-27723,32767,1
1636,651,-27661,32767,1
1637,652,-27596,32767,1
1638,653,-27528,32767,1
1639,654,-27457,32767,1
1640,655,-27383,32767,1
1641,656,-27307,32767,1
1642,657,-27227,32767,1
1643,658,-27145,32767,1
1644,659,-27061,32767,1
1645,660,-26974,32767,1
1646,661,-26884,32767,1
1647,662,-26792,32767,1
1648,663,-26697,32767,1
1649,664,-26600,32767,1
1650,665,-26501,32767,1
1651,666,-26400,32767,1
1652,667,-26297,32767,1
1653,668,-26191,32767,1
1654,669,-26084,32767,1
1655,670,-25975,32767,1
1656,671,-25863,32767,1
1657,672,-25750,32767,1
1658,673,-25636,32767,1
1659,674,-25519,32767,1
1660,675,-25401,32767,1
1661,676,-25282,32767,1
1662,677,-25161,32767,1
1663,678,-25039,32767,1
1664,679,-24915,32767,1
1665,680,-24790,32767,1
1666,681,-24664,32767,1
1667,683,-24537,32767,1
1668,684,-24280,32767,1
1669,685,-24150,32767,1
1670,686,-24019,32767,1
1671,687,-23888,32767,1
1672,688,-23755,32767,1
1673,689,-23623,32767,1
1674,690,-23489,32767,1
1675,691,-23355,32767,1
1676,692,-23221,32767,1
1677,693,-23086,32767,1
1678,694,-22952,32767,1
1679,695,-22816,32767,1
1680,696,-22681,32767,1
1681,697,-22546,32767,1
1682,698,-22411,32767,1
1683,699,-22276,32767,1
1684,700,-22140,32767,1
1685,701,-22006,32767,1
1686,702,-21871,32767,1
1687,703,-21737,32767,1
1688,704,-21603,32767,1
1689,705,-21470,32767,1
1690,706,-21337,32767,1
1691,707,-21205,32767,1
1692,708,-21073,32767,1
1693,709,-20942,32767,1
1694,710,-20812,32767,1
1695,711,-20683,32767,1
1696,712,-20555,32767,1
1697,713,-20428,32767,1
1698,714,-20302,32767,1
1699,715,-20177,32767,1
1700,716,-20053,32767,1
1701,717,-19930,32767,1
1702,718,-19809,32767,1
1703,719,-19689,32767,1
1704,720,-19570,32767,1
1705,721,-19453,32767,1
1706,722,-19337,32767,1
1707,723,-19223,32767,1
1708,724,-19110,32767,1
1709,726,-18999,32767,1
1710,727,-18783,32767,1
1711,728,-18677,32767,1
1712,729,-18573,32767,1
1713,730,-18471,32767,1
1714,731,-18372,32767,1
1715,732,-18274,32767,1
1716,733,-18178,32767,1
1717,734,-18084,32767,1
1718,735,-17993,32767,1
1719,736,-17903,32767,1
1720,737,-17816,32767,1
1721,738,-17731,32767,1
1722,739,-17649,32767,1
1723,740,-17568,32767,1
1724,741,-17490,32767,1
1725,742,-17415,32767,1
1726,743,-17342,32767,1
1727,744,-17271,32767,1
1728,745,-17203,32767,1
1729,746,-17138,32767,1
1730,747,-17075,32767,1
1731,748,-17014,32767,1
1732,749,-16956,32767,1
1733,750,-16901,32767,1
1734,751,-16849,32767,1
1735,752,-16799,32767,1
1736,753,-16752,32767,1
1737,754,-16708,32767,1
1738,755,-16666,32767,1
1739,756,-16628,32767,1
1740,757,-16592,32767,1
1741,758,-16559,32767,1
1742,759,-16528,32767,1
1743,760,-16501,32767,1
1744,761,-16476,32767,1
1745,762,-16455,32767,1
1746,763,-16436,32767,1
1747,764,-16420,32767,1
1748,765,-16407,32767,1
1749,766,-16397,32767,1
1750,767,-16389,32767,1
1751,769,-16385,32767,1
1752,770,-16385,32767,1
1753,771,-16389,32767,1
1754,772,-16397,32767,1
1755,773,-16407,32767,1
1756,774,-16420,32767,1
1757,775,-16436,32767,1
1758,776,-16455,32767,1
1759,777,-16476,32767,1
1760,778,-16501,32767,1
1761,779,-16528,32767,1
1762,780,-16559,32767,1
1763,781,-16592,32767,1
1764,782,-16628,32767,1
1765,783,-16666,32767,1
1766,784,-16708,32767,1
1767,785,-16752,32767,1
1768,786,-16799,32767,1
1769,787,-16849,32767,1
1770,788,-16901,32767,1
1771,789,-16956,32767,1
1772,790,-17014,32767,1
1773,791,-17075,32767,1
1774,792,-17138,32767,1
1775,793,-17203,32767,1
1776,794,-17271,32767,1
1777,795,-17342,32767,1
1778,796,-17415,32767,1
1779,797,-17490,32767,1
1780,798,-17568,32767,1
1781,799,-17649,32767,1
1782,800,-17731,32767,1
1783,801,-17816,32767,1
1784,802,-17903,32767,1
1785,803,-17993,32767,1
1786,804,-18084,32767,1
1787,805,-18178,32767,1
1788,806,-18274,32767,1
1789,807,-18372,32767,1
1790,808,-18471,32767,1
1791,809,-18573,32767,1
1792,811,-18677,32767,1
1793,812,-18890,32767,1
1794,813,-18999,32767,1
1795,814,-19110,32767,1
1796,815,-19223,32767,1
1797,816,-19337,32767,1
1798,817,-19453,32767,1
1799,818,-19570,32767,1
1800,819,-19689,32767,1
1801,820,-19809,32767,1
1802,821,-19930,32767,1
1803,822,-20053,32767,1
1804,823,-20177,32767,1
1805,824,-20302,32767,1
1806,825,-20428,32767,1
1807,826,-20555,32767,1
1808,827,-20683,32767,1
1809,828,-20812,32767,1
1810,829,-20942,32767,1
1811,830,-21073,32767,1
1812,831,-21205,32767,1
1813,832,-21337,32767,1
1814,833,-21470,32767,1
1815,834,-21603,32767,1
1816,835,-21737,32767,1
1817,836,-21871,32767,1
1818,837,-22006,32767,1
1819,838,-22140,32767,1
1820,839,-22276,32767,1
1821,840,-22411,32767,1
1822,841,-22546,32767,1
1823,842,-22681,32767,1
1824,843,-22816,32767,1
1825,844,-22952,32767,1
1826,845,-23086,32767,1
1827,846,-23221,32767,1
1828,847,-23355,32767,1
1829,848,-23489,32767,1
1830,849,-23623,32767,1
1831,850,-23755,32767,1
1832,851,-23888,32767,1
1833,852,-24019,32767,1
1834,854,-24150,32767,1
1835,855,-24409,32767,1
1836,856,-24537,32767,1
1837,857,-24664,32767,1
1838,858,-24790,32767,1
1839,859,-24915,32767,1
1840,860,-25039,32767,1
1841,861,-25161,32767,1
1842,862,-25282,32767,1
1843,863,-25401,32767,1
1844,864,-25519,32767,1
1845,865,-25636,32767,1
1846,866,-25750,32767,1
1847,867,-25863,32767,1
1848,868,-25975,32767,1
1849,869,-26084,32767,1
1850,870,-26191,32767,1
1851,871,-26297,32767,1
1852,872,-26400,32767,1
1853,873,-26501,32767,1
1854,874,-26600,32767,1
1855,875,-26697,32767,1
1856,876,-26792,32767,1
1857,877,-26884,32767,1
1858,878,-26974,32767,1
1859,879,-27061,32767,1
1860,880,-27145,32767,1
1861,881,-27227,32767,1
1862,882,-27307,32767,1
1863,883,-27383,32767,1
1864,884,-27457,32767,1
1865,885,-27528,32767,1
1866,886,-27596,32767,1
1867,887,-27661,32767,1
1868,888,-27723,32767,1
1869,889,-27782,32767,1
1870,890,-27837,32767,1
1871,891,-27890,32767,1
1872,892,-27939,32767,1
1873,893,-27985,32767,1
1874,894,-28028,32767,1
1875,895,-28067,32767,1
1876,897,-28102,32767,1
1877,898,-28163,32767,1
1878,899,-28188,32767,1
1879,900,-28210,32767,1
1880,901,-28228,32767,1
1881,902,-28242,32767,1
1882,903,-28252,32767,1
1883,904,-28258,32767,1
1884,905,-28261,32767,1
1885,906,-28260,32767,1
1886,907,-28254,32767,1
1887,908,-28245,32767,1
1888,909,-28232,32767,1
1889,910,-28215,32767,1
1890,911,-28193,32767,1
1891,912,-28168,32767,1
1892,913,-28138,32767,1
1893,914,-28104,32767,1
1894,915,-28067,32767,1
1895,916,-28024,32767,1
1896,917,-27978,32767,1
1897,918,-27927,32767,1
1898,919,-27872,32767,1
1899,920,-27813,32767,1
1900,921,-27749,32767,1
1901,922,-27681,32767,1
1902,923,-27609,32767,1
1903,924,-27532,32767,1
1904,925,-27451,32767,1
1905,926,-27365,32767,1
1906,927,-27275,32767,1
1907,928,-27180,32767,1
1908,929,-27081,32767,1
1909,930,-26978,32767,1
1910,931,-26870,32767,1
1911,932,-26757,32767,1
1912,933,-26640,32767,1
1913,934,-26519,32767,1
1914,935,-26393,32767,1
1915,936,-26262,32767,1
1916,937,-26127,32767,1
1917,939,-25988,32767,1
1918,940,-25696,32767,1
1919,941,-25543,32767,1
1920,942,-25385,32767,1
1921,943,-25223,32767,1
1922,944,-25057,32767,1
1923,945,-24886,32767,1
1924,946,-24710,32767,1
1925,947,-24531,32767,1
1926,948,-24347,32767,1
1927,949,-24158,32767,1
1928,950,-23965,32767,1
1929,951,-23768,32767,1
1930,952,-23566,32767,1
1931,953,-23360,32767,1
1932,954,-23150,32767,1
1933,955,-22935,32767,1
1934,956,-22716,32767,1
1935,957,-22493,32767,1
1936,958,-22266,32767,1
1937,959,-22035,32767,1
1938,960,-21799,32767,1
1939,961,-21560,32767,1
1940,962,-21316,32767,1
1941,963,-21068,32767,1
1942,964,-20817,32767,1
1943,965,-20561,32767,1
1944,966,-20301,32767,1
1945,967,-20038,32767,1
1946,968,-19771,32767,1
1947,969,-19499,32767,1
1948,970,-19225,32767,1
1949,971,-18946,32767,1
1950,972,-18664,32767,1
1951,973,-18378,32767,1
1952,974,-18088,32767,1
1953,975,-17795,32767,1
1954,976,-17499,32767,1
1955,977,-17199,32767,1
1956,978,-16896,32767,1
1957,979,-16589,32767,1
1958,980,-16279,32767,1
1959,982,-15966,32767,1
1960,983,-15331,32767,1
1961,984,-15009,32767,1
1962,985,-14683,32767,1
1963,986,-14355,32767,1
1964,987,-14024,32767,1
1965,988,-13690,32767,1
1966,989,-13353,32767,1
1967,990,-13014,32767,1
1968,991,-12672,32767,1
1969,992,-12328,32767,1
1970,993,-11981,32767,1
1971,994,-11632,32767,1
1972,995,-11280,32767,1
1973,996,-10926,32767,1
1974,997,-10570,32767,1
1975,998,-10211,32767,1
1976,999,-9851,32767,1
1977,1000,-9489,32767,1
1978,1001,-9125,32767,1
1979,1002,-8758,32767,1
1980,1003,-8391,32767,1
1981,1004,-8021,32767,1
1982,1005,-7650,32767,1
1983,1006,-7277,32767,1
1984,1007,-6903,32767,1
